City,State,County,Lat,Lng,Population,Area,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Deansboro,NY,Oneida,42.98508,-75.42898,1554,Urban,Financial controller,2,24,13622.77,Never Married,Male,Yes,15.54783164,13,2,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,2.506101194,255.155493,1084.371719
Corning,CA,Tehama,39.92647,-122.26526,16228,Urban,Event organiser,2,63,23162.08,Married,Female,Yes,10.53236725,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,1.692982143,229.993134,643.5422493
Syracuse,NY,Onondaga,43.07874,-76.14526,22738,Urban,"Geneticist, molecular",0,38,25593.92,Widowed,Female,No,13.85111325,16,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,6.069124406,149.948316,732.3533606
Julian,CA,San Diego,33.02136,-116.49121,2221,Rural,Actor,2,37,18394.86,Never Married,Male,No,12.33741082,14,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),6.240783682,149.962093,939.1433243
Spartansburg,PA,Crawford,41.79378,-79.66503,3167,Urban,Television/film/video producer,1,56,64017.78,Widowed,Female,Yes,12.45682505,11,0,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,11.76491612,190.173699,1588.313232
Ute Park,NM,Colfax,36.54832,-105.08382,219,Urban,Licensed conveyancer,3,34,10365.43,Widowed,Male,No,11.72006175,14,3,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Mailed Check,4.868716415,179.965581,791.8768514
Salem,WV,Harrison,39.28724,-80.56387,7751,Rural,Learning disability nurse,0,38,47719.56,Separated,Female,Yes,9.757158826,19,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),15.27829427,230.105118,1838.063609
Silva,MO,Wayne,37.25404,-90.39997,559,Rural,"Surveyor, commercial/residential",3,19,41311.01,Widowed,Male,Yes,6.680449508,7,1,0,No,Month-to-month,No,Yes,None,No,Yes,Yes,No,No,No,Yes,Yes,No,Mailed Check,4.06047424,210.156274,1173.76564
North Robinson,OH,Crawford,40.794,-82.85666,263,Rural,"Scientist, research (maths)",4,81,29527.2,Divorced,Male,No,11.13463155,13,0,0,No,One year,Yes,No,None,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Electronic Check,9.618627021,152.509013,1280.37995
Princeton,WV,Mercer,37.37643,-81.01879,30672,Suburban,Actor,7,65,59990.91,Divorced,Female,No,9.604665557,14,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,4.952763872,149.948316,767.8506996
Mildred,PA,Sullivan,41.46692,-76.38342,524,Urban,"Accountant, chartered",0,48,48587.84,Married,Male,Yes,9.312625685,11,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),1.819217843,265.146969,816.9532955
Fonda,IA,Pocahontas,42.59651,-94.84199,932,Suburban,Horticultural therapist,0,33,66392.52,Widowed,Male,No,13.66391306,10,1,1,No,Two Year,Yes,No,None,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),5.31868521,190.159922,1070.978131
Round Top,NY,Greene,42.25816,-74.04103,785,Urban,Economist,1,70,16469.29,Separated,Male,Yes,12.73263489,10,0,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,16.4659765,242.657291,2065.398671
Louisville,TN,Blount,35.82711,-84.05209,12067,Suburban,"Nurse, mental health",1,86,37938.69,Widowed,Male,Yes,10.75719664,13,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,No,No,Mailed Check,9.188837964,132.479779,1477.960194
Denton,TX,Denton,33.20883,-97.05736,24687,Suburban,Theatre director,1,79,15202.61,Divorced,Female,No,5.678334284,13,3,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),13.3771743,139.95684,1298.399804
Alma,NE,Harlan,40.15688,-99.33723,1788,Urban,Training and development officer,2,78,22880.13,Divorced,Female,Yes,9.256839293,11,2,2,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,5.688867768,207.609354,888.7604416
Cornell,WI,Chippewa,45.14305,-91.17256,3091,Suburban,Landscape architect,3,70,71860.3,Married,Male,No,6.005716686,14,1,0,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,2.049006759,104.962874,433.121911
Millmont,PA,Union,40.8853,-77.21116,2043,Urban,Television floor manager,0,63,33323.68,Divorced,Male,No,8.449531886,20,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,22.11524673,172.456745,2496.770215
Olathe,CO,Montrose,38.53574,-108.22151,5582,Rural,Patent attorney,1,50,10181.73,Married,Nonbinary,No,7.843654266,10,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),6.524843094,124.964303,561.4934455
Sand Lake,NY,Rensselaer,42.64045,-73.4687,1027,Urban,Press sub,1,80,35681.35,Never Married,Male,Yes,13.62253111,9,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,3.976063151,179.979358,587.1708313
Wayne City,IL,Wayne,38.31008,-88.56344,2028,Urban,Actuary,1,53,43506.03,Never Married,Male,No,9.555432535,15,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,24.64624542,137.439154,2278.858365
Union City,OK,Canadian,35.39705,-97.94643,1078,Urban,"Scientist, audiological",3,46,60953.64,Separated,Female,No,11.21221327,12,2,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),7.852675802,127.458638,1034.285556
Keystone,SD,Pennington,43.85544,-103.38659,1000,Urban,"Engineer, maintenance",4,40,27475.94,Never Married,Female,Yes,9.407074462,13,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,6.745272795,210.105118,1668.961962
Basking Ridge,NJ,Somerset,40.6784,-74.56296,27017,Suburban,Analytical chemist,0,64,59702.94,Never Married,Female,Yes,6.086629667,13,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,No,Electronic Check,11.42508906,222.636202,1422.632058
Hines,IL,Cook,41.85786,-87.838,216,Rural,"Programmer, systems",3,40,18203.4,Widowed,Female,No,9.304463636,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Mailed Check,3.328266165,172.510442,630.0568972
Fairview,UT,Sanpete,39.80006,-111.4703,2638,Suburban,Logistics and distribution manager,6,65,38166.25,Divorced,Female,No,6.981877587,12,1,0,No,Month-to-month,No,No,None,No,No,No,No,Yes,No,Yes,No,No,Mailed Check,9.907505405,117.485813,1223.869565
Fleming,PA,Centre,40.90742,-77.87743,204,Rural,Actuary,0,49,3836.01,Married,Female,Yes,12.9482381,14,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,4.319159918,287.642733,1065.450757
Stowe,VT,Lamoille,44.48135,-72.72186,4436,Rural,"Nurse, learning disability",3,20,35426.36,Divorced,Female,No,7.951655098,18,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,No,No,Mailed Check,11.34544436,140.00128,1761.711017
Waverly,VA,Sussex,37.05083,-77.21244,3408,Rural,"Pharmacist, community",1,70,28797.05,Widowed,Male,Yes,8.830393232,16,3,0,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,18.39607984,124.960655,2035.86052
Telluride,CO,San Miguel,37.90381,-107.86951,5278,Suburban,"Psychologist, clinical",1,75,14508.23,Separated,Male,No,5.862004423,14,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),8.846951024,157.483594,908.6839372
Landisburg,PA,Perry,40.3169,-77.31611,2247,Rural,"Accountant, chartered management",7,41,25312.29,Separated,Female,No,8.98242621,13,0,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Credit Card (automatic),18.33393114,129.977753,2329.836404
Bunker Hill,WV,Berkeley,39.31618,-78.05299,8431,Urban,Lawyer,0,59,40787.88,Separated,Female,No,5.931159176,10,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),18.29391747,172.47417,1714.188033
Franklin,AR,Izard,36.14713,-91.7672,415,Rural,"Psychologist, occupational",0,89,77269.05,Divorced,Female,Yes,10.72707391,9,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),12.43358232,149.948316,1086.632821
Harpersfield,NY,Delaware,42.44136,-74.69463,384,Rural,Rural practice surveyor,1,36,35357.64,Separated,Female,Yes,10.94456682,13,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,4.303849456,182.446995,682.9095847
Dupo,IL,St. Clair,38.52569,-90.18737,4715,Urban,"Biochemist, clinical",1,71,9033.82,Divorced,Female,No,5.870348986,12,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,9.539729035,182.460772,1077.996673
Delray Beach,FL,Palm Beach,26.45817,-80.07997,23770,Suburban,Airline pilot,1,20,50934.88,Widowed,Female,No,9.299530649,9,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Mailed Check,6.339774346,132.466002,1333.027522
San Antonio,TX,Bexar,29.38799,-98.52602,13915,Suburban,"Designer, textile",5,62,20916.69,Separated,Male,Yes,8.430997077,11,1,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,4.969645421,287.642733,1277.1051
Yeoman,IN,Carroll,40.66769,-86.72359,118,Urban,Television floor manager,2,27,47114.13,Separated,Female,No,7.728340502,6,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,5.376652863,162.497044,1312.896111
San Diego,CA,San Diego,32.89918,-117.20233,4655,Suburban,Set designer,0,38,14562.52,Divorced,Male,No,12.10251179,11,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No,Bank Transfer(automatic),11.67460124,139.987503,1638.77523
Stottville,NY,Columbia,42.28913,-73.73955,271,Rural,Nutritional therapist,3,55,74091.67,Never Married,Female,No,11.71374732,7,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,24.71916223,179.965581,2267.242164
Harper,TX,Gillespie,30.33775,-99.3053,2856,Suburban,"Programmer, multimedia",0,51,55625.04,Never Married,Male,Yes,6.245748922,8,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,4.354733929,172.47417,680.5565136
Grantville,PA,Dauphin,40.39418,-76.65824,3879,Suburban,Training and development officer,1,52,6904.02,Married,Female,No,13.68107774,14,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),10.11019941,82.496547,923.420908
Kettle Falls,WA,Stevens,48.73766,-118.14452,5081,Suburban,Illustrator,1,89,34434.44,Separated,Female,No,10.47958917,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),14.69261964,124.960655,1587.826878
Independence,KY,Kenton,38.93398,-84.545,30166,Rural,"Designer, exhibition/display",0,84,14547.9,Separated,Female,No,13.31528474,11,0,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,2.39088492,124.960655,565.4577938
Salisbury,MA,Essex,42.84654,-70.86162,9227,Rural,Armed forces training and education officer,3,36,67235.07,Divorced,Male,No,12.78736044,11,1,0,No,Two Year,No,No,DSL,No,No,Yes,Yes,Yes,No,No,No,No,Bank Transfer(automatic),2.606228436,129.99153,1097.505591
Crystal,ND,Pembina,48.61521,-97.68156,304,Suburban,Location manager,5,32,48597.51,Divorced,Male,Yes,13.41327327,15,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),13.08606275,222.649979,1945.444997
Chicago,IL,Cook,41.87814,-87.62837,782,Rural,Pension scheme manager,3,57,33823.17,Separated,Nonbinary,Yes,13.93273371,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,3.644232332,255.141716,933.2803403
Loranger,LA,Tangipahoa,30.62888,-90.34845,7453,Suburban,Chief of Staff,1,41,58384.68,Married,Female,Yes,9.290332689,6,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,1.415346194,172.455519,500.7187258
Waterville,PA,Lycoming,41.40565,-77.31273,242,Urban,"Psychologist, clinical",0,57,16921.75,Married,Female,No,9.008013496,16,1,0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,15.1418246,127.458638,1503.123653
Morrow,AR,Washington,35.86742,-94.43688,122,Suburban,Charity fundraiser,5,78,22247.54,Separated,Male,Yes,6.364065547,8,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,14.5875554,182.460772,1674.078908
Fordyce,AR,Dallas,33.84887,-92.45283,5401,Urban,"Engineer, maintenance",4,40,36486.42,Separated,Male,Yes,12.37242269,11,1,0,No,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),13.37654004,184.963371,2155.00052
Bay Springs,MS,Jasper,31.96057,-89.25948,4793,Rural,Garment/textile technologist,6,38,4109.71,Married,Male,No,8.222298126,16,1,0,Yes,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Electronic Check,4.486607929,187.484705,1088.786574
Westville,OK,Adair,35.99871,-94.62548,5055,Urban,Arts administrator,0,19,86396.3,Separated,Female,Yes,12.232234,17,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,No,Yes,Credit Card (automatic),7.904120653,115.002061,892.0207872
Pierceton,IN,Kosciusko,41.2105,-85.69774,5295,Urban,Statistician,0,74,17782.67,Separated,Female,No,9.65902772,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,Electronic Check,9.716257401,147.460067,811.3375327
Sellersburg,IN,Clark,38.39885,-85.76864,17806,Urban,Claims inspector/assessor,2,64,5387.61,Widowed,Female,No,11.80636108,6,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),8.700517617,179.947583,955.7834668
Sabina,OH,Clinton,39.50061,-83.64981,4513,Suburban,Local government officer,3,73,10842.41,Married,Female,Yes,12.27786817,13,1,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,7.25493599,270.160419,1808.366194
Lawrence,KS,Douglas,38.9824,-95.34463,30809,Rural,"Engineer, electronics",0,22,30185.46,Divorced,Male,Yes,9.203049013,15,2,1,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,5.898536601,267.642733,1743.932853
Whaleyville,MD,Worcester,38.41936,-75.29454,516,Suburban,Horticultural therapist,0,30,71322.77,Divorced,Male,No,7.729323128,15,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,4.929637705,92.488023,551.6881554
Tulsa,OK,Tulsa,36.17895,-96.04534,15724,Rural,Community pharmacist,0,85,25434.15,Never Married,Female,Yes,8.316451322,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,8.713385365,232.641455,1141.532192
Williston,VT,Chittenden,44.42935,-73.09246,10148,Rural,Airline pilot,1,82,63225.56,Widowed,Male,Yes,10.67873215,10,0,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),13.0035986,172.487091,1480.891431
Saint Paul,MN,Ramsey,44.93189,-93.1216,18346,Rural,Print production planner,0,18,28589.45,Separated,Female,No,6.867261371,10,0,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,14.45990083,232.622804,1911.782207
Booneville,IA,Dallas,41.52341,-93.90279,86,Rural,Immigration officer,4,83,36472.91,Married,Male,No,10.28039766,13,1,0,No,One year,No,No,None,No,No,No,No,No,No,No,No,No,Mailed Check,5.837241927,79.978861,571.1030177
Maud,OK,Pottawatomie,35.10615,-96.74676,1983,Rural,Clinical psychologist,5,69,91252.07,Divorced,Male,Yes,13.33611658,15,0,1,Yes,Two Year,No,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,10.81815085,172.456745,1705.362101
Grosse Tete,LA,Iberville,30.33983,-91.43535,1634,Urban,"Solicitor, Scotland",1,30,24600.9,Separated,Female,No,3.98804545,17,2,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),4.764739683,182.460772,821.1684673
Indianapolis,IN,Marion,39.9041,-86.06806,19001,Urban,Commissioning editor,2,74,60420.05,Divorced,Male,Yes,7.478384978,15,2,2,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,4.056889119,242.61428,913.521381
Bound Brook,NJ,Somerset,40.57163,-74.53695,11974,Suburban,Geophysicist/field seismologist,0,27,44447.24,Married,Male,Yes,8.667871777,14,2,1,Yes,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),9.876537733,127.511223,1114.016493
Peach Creek,WV,Logan,37.8892,-81.95943,344,Rural,Publishing copy,1,74,76994.63,Married,Female,No,9.949410035,17,1,2,Yes,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,1.018519598,160.01224,286.5451139
Ocean City,NJ,Cape May,39.26859,-74.60158,11202,Suburban,"Designer, fashion/clothing",0,66,33663.55,Separated,Male,No,8.194524344,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,8.938308825,184.978458,1171.815364
Brooklyn,MS,Forrest,31.05912,-89.07959,2318,Rural,Associate Professor,4,63,37747.34,Never Married,Female,No,5.36030216,12,2,0,No,Two Year,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),15.24536909,210.12704,1857.751688
Acton,MA,Middlesex,42.48417,-71.43805,22684,Rural,"Journalist, broadcasting",3,62,56372.08,Married,Female,Yes,9.26498924,12,0,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Electronic Check,9.690818661,199.990219,1782.558347
Granville,IL,Putnam,41.25385,-89.22434,2297,Rural,Garment/textile technologist,3,27,20372.35,Married,Nonbinary,No,14.82711414,16,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,4.218778557,144.960655,577.1451549
Grasonville,MD,Queen Anne's,38.94478,-76.20268,5210,Urban,Computer games developer,3,36,15878.23,Married,Female,No,8.131344693,11,0,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),2.205915318,164.985293,1156.192762
Byrdstown,TN,Pickett,36.56081,-85.1516,3761,Suburban,"Teacher, early years/pre",1,42,70711.36,Widowed,Female,Yes,8.225714709,13,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),11.18792763,245.146969,2001.502073
San Antonio,TX,Comal,29.65386,-98.33056,6633,Suburban,Acupuncturist,4,44,7966.08,Widowed,Female,No,10.38958279,10,0,0,No,One year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),1.929621761,107.481989,789.5226439
John Day,OR,Grant,44.40179,-118.90314,2857,Suburban,"Engineer, maintenance",1,64,81748.07,Separated,Female,Yes,13.77280014,5,1,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,16.64037206,142.468917,1996.643218
Novato,CA,Marin,38.0653,-122.5384,17452,Urban,Television floor manager,3,73,19146.42,Widowed,Female,Yes,10.51064826,12,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),4.898445616,187.609354,1284.667114
Snowville,UT,Box Elder,41.90958,-112.77879,184,Urban,Dealer,5,80,61256.3,Never Married,Female,Yes,11.10202866,5,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,3.218751358,242.628057,951.2972085
Hamilton,MI,Allegan,42.6789,-85.98101,8402,Rural,Manufacturing engineer,0,43,74719.96,Divorced,Female,No,6.771224401,13,0,0,Yes,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Mailed Check,10.03360917,147.503078,1091.751973
Erwinna,PA,Bucks,40.49613,-75.08428,373,Suburban,Charity fundraiser,0,69,36934.53,Married,Female,No,13.12198645,14,3,0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),8.853636698,102.474625,752.7262389
Winkelman,AZ,Pinal,32.96051,-110.68865,1940,Suburban,Fish farm manager,6,74,51529.04,Divorced,Female,No,8.102372401,13,2,2,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Mailed Check,3.523994671,172.457857,765.3008585
Seymour,WI,Outagamie,44.51888,-88.32055,7811,Urban,"Scientist, research (medical)",1,21,28727.43,Married,Female,Yes,10.55414085,11,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,19.58895462,139.983006,2323.477681
Iron City,GA,Seminole,30.9957,-84.80725,1085,Urban,"Engineer, energy",4,28,17101.08,Never Married,Male,No,7.20065374,8,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),10.19437082,129.959755,1756.819542
Ponchatoula,LA,Tangipahoa,30.40099,-90.37265,29440,Rural,Exercise physiologist,4,31,80892.92,Widowed,Female,No,10.99234942,15,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,7.292787239,117.487242,1281.533791
Saint Rose,LA,St. Charles,29.97743,-90.31484,7665,Urban,"Engineer, electronics",2,52,13376.86,Widowed,Male,Yes,9.973647103,11,0,0,Yes,One year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Credit Card (automatic),8.458121948,214.952509,1155.865056
Brooksville,ME,Hancock,44.36621,-68.73678,814,Urban,"Physicist, medical",1,47,27222.52,Never Married,Female,Yes,7.649443176,16,0,0,Yes,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,8.92504512,202.682861,1389.451264
Sierra Blanca,TX,Hudspeth,31.28841,-105.31974,1428,Rural,"Therapist, nutritional",0,61,79189.23,Divorced,Nonbinary,Yes,6.792026415,13,1,1,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,11.24061076,255.119794,1882.523799
Colorado Springs,CO,El Paso,38.6458,-104.91865,1938,Rural,Financial planner,1,51,25808.98,Divorced,Male,No,9.597592484,8,3,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),5.824620949,149.944668,1228.657511
Natalbany,LA,Tangipahoa,30.5484,-90.48091,0,Rural,"Secretary, company",1,71,40548.91,Divorced,Male,Yes,9.898208583,10,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,18.97328429,182.467607,1912.109481
Lexington,KY,Fayette,38.01595,-84.60642,11100,Rural,Historic buildings inspector/conservation officer,0,76,96857.54,Never Married,Female,No,7.078232973,8,1,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),19.98393473,182.446995,1805.771781
Powell Butte,OR,Crook,44.2352,-121.01555,2377,Rural,Tourist information centre manager,4,25,27775.18,Never Married,Male,No,4.963308626,12,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,17.41856593,192.470522,2026.989634
